"","","","","","","","","","","","","","","","","","","","習慣化","楽しく勉強","兄弟姉妹","ベビークモン","先生に感謝","本が好き","プリント","計算力UP","やっててよかった","自主的","やる気","友だち","集中力UP","TOEFL","自信がつく","試験に役立つ","自分のペース","基礎力","無料体験学習","リスニング","英検","スポーツと両立","読解力","歌が好きに","仕事に役立つ","考える力","コミュニケーション","留学","音読","E-pencil","医師","ネイティブ","理系大学","志望校合格","暗算","経営者（経営学）","就職"
"1216","和歌山大学のRN ざっきーさん","和歌山大学　ラジオネーム：ざっきーです。<br>
<br>
僕は小学5年生から中学3年生まで、KUMONの算数・数学と英語を学習していました。おかげで、中学1年最初の中間テストで、数学・英語は100点がとれ、嬉しかったです。<br>
<br>
KUMONでは自分のペースで学習でき、継続力や自ら課題を発見・解決する力がつきました。<br>
<br>
大学では“やりたいことをとことんやる!”が、私のモットー。自治会の委員長として、学生の意見を聞いて要望を叶える仕事や、新入生をもてなすイベントを開催してきました。<br>
<br>
KUMONのおかげでコツコツと地道に努力する習慣がついたので、<br>
自治会の細々した仕事も、粘り強く、そして、丁寧にやることができました。<br>
<br>
将来も、大学に勤務して学生のサポートをしたいと思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","ca_nOmXkzPI","和歌山大学のRN ざっきーさん","-","","","","","","","","〇","〇","〇","","","","","","","","","","","","","","","","","","〇","","","","","","","","","〇","","","","","","","","","","",""
"1217","福井大学のRN ドラえもんさん","僕は小学校高学年の頃、算数を学習していて、KUMONで繰り返し学習したので、高い計算力が身につきました。<br>
<br>
そのおかげで、中学・高校の勉強だけではなく、今、大学でやっている物理や数学での大量で複雑な計算にも役立っています。<br>
<br>
教育学部より純粋に物理の研究が出来る応用物理学科を選んだのですが、将来は、高校の物理の先生になりたいと思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","u8CAED6ZPMo","福井大学のRN ドラえもんさん","-","","","","","","","","〇","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1218","奈良女子大学のRN きこりんさん","奈良女子大学　ラジオネーム：きこりんです。<br>
<br>
私は小学5年生から中学3年生まで、KUMONの算数・数学と国語、英語を学習していました。<br>
<br>
KUMONをコツコツ続けて得た英語力を生かして、 中学2年生と3年生のとき、学校代表として英語の弁論大会に出ました。<br>
<br>
今住んでいる奈良は外国人観光客も多く、よく道を聞かれるので英語で案内をしています。<br>
<br>
将来は食品加工をやりたくて、大学では食物栄養学を学んでいます。子どもに人気のお菓子などを開発できたらいいなぁ・・と思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","hAiThnV20Ug","奈良女子大学のRN きこりんさん","-","","","","","","","","〇","〇","〇","〇","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1219","東北大学大学院のRN もっちーさん","私は年少から大学3年生まで、国語、算数・数学、英語を学習していました。<br>
<br>
公文でコツコツと学習したおかげで、何事にも諦めずに取り組む力を身につけ、問題が生じてもより良い方向に解決することができるよう、行動するようになりました。<br>
<br>
留学したときに、アメリカの授業のやり方に衝撃を受け、今、大学院では、大学教育における授業のあり方について研究をしています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","6eNX4NKhliw","東北大学大学院のRN もっちーです。","-","","","","","","","","〇","〇","〇","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","",""
"1220","岩手県立大学のRN じょーさん","岩手県立大学大学院　ラジオネーム：じょーです。<br>
<br>
僕は小学生の時、KUMONの英語を学習していました。<br>
<br>
早くから英語を学べたので、中学に入学しても、苦手意識を持つことなく英語の勉強に取り組めました。<br>
<br>
KUMONの学習で、声に出しながら、英語を学習する習慣が身に付いていたので、英語が得意科目となり、高校・大学・大学院まで進むことができました。<br>
<br>
印象に残っているのは教室で、いろんな年代の友だちと交流出来たこと。今でもいい思い出になっています。","-","-","Npe5iP0VzqM","岩手県立大学のRN じょーさん","-","","","","","","","","〇","","〇","","〇","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","",""
"1221","富山大学のRN まさむねさん","僕は年少から中学1年生まで、国語、算数・数学、英語を学習していました。<br>
<br>
特に算数が一番好きでした。<br>
KUMONでは間違った問題も100点になるまで解き直すので、原因をつきとめる力や根気を養うことができました。<br>
<br>
音楽が大好きで、将来スピーカーなど音響機器の設計がしたくて工学部に進みました。<br>
大学では制御工学の難しい実験でも、KUMONで身につけた粘り強さで、かなりいい成果を出してます。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","wNlTWwmWw-A","富山大学のRN まさむねさん","-","","","","","","","","〇","〇","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1222","秋田大学のRN くりまりさん","私は小学3年生から5年生まで算数と英語を、高校生の時、再び英語の学習をしました。<br>
<br>
KUMONの英語を3回読んで3回繰り返し発音するシステムが、私にはすごく合っていて、特にセンター試験のリスニングは、大きな得点源になりました。<br>
<br>
妹と弟が3人いたこともあって、子どもが大好きなので、小児科の医師を目指しています。<br>
<br>
アルバイトでは、キャラクターショーのお姉さんをしていて、子どもたちととっても楽しい時間を過ごしています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","t7YzZVZ6jbM","秋田大学のRN くりまりです。","-","","","","","","","","〇","〇","〇","","","","","","","","","","","","","","","","","〇","","","","〇","","","","","","","","","","","〇","","","","","",""
"1223","滋賀大学のRN コウヘイさん","僕は小学生のころ、国語、算数・数学を学習していました。<br>
<br>
体操教室の後に通っていたので、疲れて眠かったのですが、KUMONの先生に""頑張ってね""と励ましてもらってなんとか頑張れました。<br>
今思い返すと、中学高校でのテニス部のハードな練習と勉強を両立出来たのも、この経験があったからだと思います。<br>
<br>
大学では学園祭の実行委員をしていて、僕はステージのデザインを担当しています。<br>
秋の本番が今から楽しみです。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","VZceuXXolYY","滋賀大学のRN コウヘイさん","-","","","","","","","","〇","〇","〇","〇","","","","","〇","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","",""
"1224","北海道大学のRN 多岐にわたるさん","僕は小学校高学年のとき、英語と算数を学習していました。<br>
<br>
教室が公園の近くにあって、友達とサッカーをして遊んだ後に通っていました。<br>
<br>
小さいときから飛行機やロケットが大好きで、宇宙工学を学びたかったので、迷わず、この進路に決めました。<br>
将来は宇宙工学系のエンジニアを目指しています。<br>
<br>
KUMONに通い、コツコツ勉強する習慣がついたおかげで、大学受験は物理や英語・数学を武器に合格できました。<br>
この習慣は大学の勉強にも活かされています！<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","T_jbluEgu58","北海道大学のRN 多岐にわたるさん","-","","","","","","","","〇","〇","〇","","","","","","","","","","","","","〇","","","","〇","","","","","","〇","","","","","","","","","","","","","","",""
"1225","徳島大学のRN あっつんさん","私は小学6年生から高校2年生まで、国語、算数・数学、英語を学習していました。<br>
<br>
数学がめちゃ面白くて数学ばっか進んでいましたが、高校2年生で、3教科とも最終教材まで終えることができました。<br>
学習したプリントの山を見て、ほんまにちりも積もったら山になるんやと実感しました。<br>
<br>
薬剤師に憧れて薬学部に進みました。<br>
いろんな植物から成分を取り出して、それが薬になるかどうかを調べる実験が、今、めちゃおもしろいと思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","2lXzObC226Y","徳島大学のRN あっつんです。","-","","","","","","","","〇","〇","〇","〇","","〇","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1226","岡山大学のRN きのこの山さん","僕は年長から中学3年生まで、算数・数学を学習していました。<br>
<br>
学校で習うよりも先へどんどん進めるので、楽しみながら学習でき、中学3年生の時には、微分積分が解けるようになっていました。<br>
<br>
大学の実習ではエンジンを分解して、組み立てたりしています。<br>
クルマの設計がしたくて工学部に進みましたが、ロボットにも興味が出てきて、いろいろ学んでから将来を決めたいです！<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","pBB3I-csssg","岡山大学のRN きのこの山さん","-","","","","","","","","〇","〇","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1227","立命館大学のRN うすまささん","私は年長から小学4年生まで、国語と算数を学習していました。<br>
<br>
小学校に入学する少し前からKUMONで学習していて、先へ進んでいたので、学校の授業で苦労したことが全くありませんでした。<br>
<br>
将来の夢は報道関係の仕事に就くことです。
高校の時に放送部で番組を作っていたので、大学では映像学部に進みました。<br>
KUMONで培った粘り強さと集中力をいかして、夢の実現に向けてがんばっていきます！<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","lLScO_8EDUA","立命館大学のRN うすまささん","-","","","","","","","","〇","〇","","〇","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"1228","佐賀大学のRN チリチリさん","私は年長から中学2年生まで、算数・数学と英語を学習していました。<br>
<br>
KUMONの学習は、学年を越えてどんどん先に進められるので、学校の勉強はスイスイできました。<br>
文系でしたが数学もできたので学校の先生に経済学部を薦められました。<br>
<br>
地域の人々の役に立つ仕事がしたくて、公務員を目指しています。<br>
2ヶ月ある長い夏休みも、公務員試験対策のセミナーで休みがないんですが、KUMONで身につけた粘り強さで頑張ります！<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","MG6KwANirfI","佐賀大学のRN チリチリさん","-","","","","","","","","〇","〇","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","〇",""
"1229","広島大学のRN まだつぼみさん","私は小学3年生から6年生まで、算数・数学と英語を学習していました。<br>
<br>
小学生の時から英語を習うことで、不安も苦手意識もなく、余裕をもって中学生になれました。<br>
学習が終わって親が迎えに来るのを待つ時間で、教室に置いてある色々な本を読めたこともいい思い出です。<br>
<br>
中学・高校と野球をやってきて、大学でも野球のサークルに入り、充実した大学生活を送っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","FX0iaImSFZE","広島大学のRN まだつぼみさん","-","","","","","","","","〇","〇","〇","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","長崎総合科学大学のRN まつしんさん","私は小学5年生から中学1年生まで、英語と算数・数学を学習していました。<br>
<br>
苦手だった英語や、学校でつまずいていた数学の因数分解なども、出来ないところへ戻ってひとつずつやったおかげで、だんだん得意になりました。<br>
<br>
今の大学に進学を決めたのは、ウェブデザイン専門の授業があるなど、最先端の情報工学が学べるからです。<br>
将来は海外でも活躍出来る技術を身につけたいと思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","8jAr92FvHVc","長崎総合科学大学のRN まつしんさん","-","","","","","","","","〇","〇","〇","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","",""
"1231","関西大学のRN りんりんさん","私は年長から小学5年生まで、国語、算数・数学と英語を学習していました。<br>
<br>
自分の名前すら読み書きできなかったのですが、先生が鉛筆の使いかたから丁寧に教えてくれました。<br>
落ち着きのない子だったのですが、とても集中力がついたと親に言われました。<br>
<br>
子どもの頃から宝石とか洋服が好きで、去年の夏、イタリアのジュエリー専門学校に留学しました。<br>
また、去年12月に学部主催で行われた、「エシカルファッションショー」の学生代表もやっていました。<br>
将来は起業したいと思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","Mym9OxusdzA","関西大学のRN りんりんさん","-","","","","","","","","〇","〇","〇","〇","","","","","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"1232","青森公立大学のRN naoさん","私は小学校高学年の頃、国語、算数・数学と英語を学習していました。<br>
<br>
瞬時に解ける計算力が身につき、おかげで簿記検定3級にも合格できました。<br>
KUMONで得た勉強に対する姿勢は、今後も活かしていきたいと思います。<br>
<br>
私の大学のゼミでは、青森県の活性化のために、年に一度『まるっとよいどころ祭り』という、物産展を主催しています。<br>
青森の皆さんによろこんでもらえるよう、みんなで頑張っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","d7U46Nk9dJg","青森公立大学のRN naoさん","-","","","","","","","","〇","〇","〇","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1233","関西学院大学のRN ごんたさん","私は幼稚園の年少から高校3年生まで、英語、国語、算数と数学を学習していました。<br>
<br>
中でも国語が一番好きでした。<br>
興味深い様々な文章に触れることが出来て、「次はどんな話が読めるのかな」と、いつもわくわくしていました。<br>
<br>
それから、英語は初めて海外旅行に行ったときに、現地の人に褒められて自信が持てました。<br>
今はTOEFL®とTOEIC®の勉強をしていて、この秋から半年ぐらい留学する予定です。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","Q7r3SIhZGZk","関西学院大学のRN ごんたさん","-","","","","","","","","〇","〇","〇","〇","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","〇","","","","","","","","",""
"1234","横浜国立大学のRN あおいさん","僕は小学3年生から5年生まで、国語、算数・数学と英語を勉強していました。<br>
<br>
KUMONで、練習問題をたくさん解いて、反復練習を繰り返す勉強の仕方が身についたので、高校、大学の受験でも役に立ちました。<br>
<br>
今、プログラミングをしてアプリを作るアルバイトをしていて、自分がつくったアプリが世の中のたくさんの人に使ってもらえているのがうれしいです。<br>
プライベートでも、大学の休講情報を知らせるボットをつくって、生徒の3人に1人がそれを使ってくれています。<br>
将来も、人に使ってもらえるサービスを作りたいです。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","9oxcQsZGX18","横浜国立大学のRN あおいさん","-","","","","","","","","〇","〇","〇","〇","〇","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","",""
"1235","島根大学のRN りんごさん","私は小学校低学年の頃、算数を学習していました。<br>
<br>
学校の授業より進んでいたので、新しいことを学べるのがうれしかったです。<br>
100点をとると花丸をもらえて、すごくやる気が出ました。<br>
おかげで算数が好きになり、中学受験にも役に立ちました。<br>
<br>
大学では農業経済学を専攻していて、島根県の雲南市で、お米をつくって販売するまでのすべての行程を学んだりしています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","i_rTVGQ0cxM","島根大学のRN りんごです。","-","","","","","","","","〇","〇","","","","","","","","","","","","","〇","","","","","〇","","","","","","","","","","","","","","","","","","","","",""
"1236","筑波大学のRN ひっささん","私は大阪出身で、1歳から小学5年生まで、国語、算数・数学と英語を勉強していました。<br>
<br>
計算がめっちゃ早くなって、学校の100マス計算ではいつも一番でした。<br>
一緒に通っていたお姉ちゃんと頑張って、英検にも合格しました。<br>
<br>
小学生の頃から陸上をやっていて、中学ではジュニアオリンピック、高校では全国大会に出場しました。<br>
第一志望の筑波大学に進学して、今は、棒高跳びをやっています。<br>
誰よりも、高く飛んだるで！","-","-","CDx7Oe3roJg","筑波大学のRN ひっさです。","-","","","","","","","","〇","〇","〇","〇","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","",""
"1237","東北芸術工科大学のRN せなっちさん","私は小学2年生から中学1年生まで、算数と数学を学習していました。<br>
<br>
基礎がしっかり身について、特に計算力には自信がありました。<br>
おかげで他の教科に割く時間を増やせたし、高校へ進学してからも数学の授業には、スムーズに対応出来ました。<br>
<br>
理系志望だったのと、小学校からKUMONと並行してサッカーをやっていて、将来、サッカーシューズのデザインをしたかったので、デザイン工学部に進みました。<br>
今、めっちゃ楽しいです！<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","dmgRm1FOcNI","東北芸術工科大学のRN せなっちです。","-","","","","","","","","〇","〇","","","","","","","","","","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","〇","","","",""
"1238","新潟大学大学院のRN ブーさん","私は中学1年生から3年生まで、国語と数学と英語を学習していました。<br>
<br>
英語の読みを先生がいつもほめてくれて、自分のイントネーションに自信が持てたのを憶えています。<br>
<br>
今、大学院の博士課程に進んで、研究対象の論文は英語が多いのですが、抵抗なく取り組めるのは、KUMONで長文を読むトレーニングを行っていたからだと思います。<br>
<br>
今後は、大好きな英語を活かして、海外交流も進めていきたいと思っています。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","KoCDG7WWD_c","新潟大学大学院のRN ブーです。","-","","","","","","","","〇","〇","〇","〇","","〇","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","",""
"1239","鈴鹿医療科学大学のRN みゃあさん","私は小学4年生から6年生まで、国語、算数・数学、英語を学習していました。<br>
<br>
学校でやる百ます計算が遅くて悔しかったので、KUMONに通い始めました。<br>
できないから苦手だと思い込んでいた算数は、KUMONで出来ることがわかって好きになりました。<br>
<br>
母が看護師をしていて、毎日すごく疲れて帰ってくるので、絶対なりたくないと思っていましたが、高校2年生の時、一日看護体験で母の働く姿を見て、看護師になることを決意しました。<br>
<br>
子どもの""学ぶ力""を育てるKUMON。","-","-","cfJ5mfeZMNs","鈴鹿医療科学大学のRN みゃあさん","-","","","","","","","","〇","〇","〇","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","",""
"1240","集中力がつきました！","まず集中力がつきました。始める前は椅子に落ち着いて座ることすら出来ないくらいやんちゃな娘でしたが、ベビークモンを始めてからは興味を持ってくれて集中して励んでくれます。言葉の読解力や表現力もついたと思います！","/manten/tokyofm_0001.jpg","-","-","えなち さん","-","","","","","","","","〇","","","","","","","〇","","","","","","","","","〇","","","","","","","","","","〇","","","","","","","","","","","","","",""
"1241","留学にも興味を持ち始めました！","3年と5年の子供がKUMONの英語に通ってます。もうすぐ半年になりますが、それまで興味ないというか、あまり好きでなかった英語に興味を持ってくれるどころか、英検受けてみようかな、とか、留学にも興味を持ち始め、英語の向上のみならず、意識を高めてくれたことにとても感謝してます。","/manten/tokyofm_0061.jpg","-","-","グラコ さん","-","","","","","","","","〇","","〇","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","",""
"1242","ずっとKUMONにお世話になりたい！","現在小４の娘がKUMONにて３教科学習中。娘が三歳の時、体験で行ってみると、「ズンズン教材」というまずは筆圧の訓練のようなものでスタートしましたが、ハマってしまい・・・。それから７年間続けております。「三つ子の魂百まで」という言葉どおり、机に向かい、もくもくと宿題をこなすという「根気」、年齢の違うお子さんたちの中で、質問や話し声などの飛び交う中、自分のやるべきことに取り組める「集中力」が小さいころから身につき、勉強することに対し、どんな環境であっても対応できるという力が養われています。学力的には常にトップ！というわけにはいきませんが、「学ぶ」ことの大切さ、頑張れば１００点がとれるという喜びは、KUMONで教えていただいた財産だと思ってます。これからもずっとずっとKUMONにお世話になりたい！と娘も言ってます！！","/manten/tokyofm_0073.jpg","-","-","桃ちゃんママ さん","-","","","","","","","","〇","","〇","〇","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"1243","正直、我が子が羨ましいです。","♪くもんいくもん♪のCMを見て自分も行くもん♪と言い出し、体験からはじまってはや2年。世界一の先生と出会い、勉強から私生活まで本当に支えられています。我が子の能力以上の成果を引き出してもらい、子供の可能性の無限さに日々驚かされています。まだ4歳。やだやだとプリントをしたがらない時は私もついモヤモヤしてしまいますが、今までのプリントの山を見るたびに、努力はなくならないと再確認しながらがんばってます!!私は幼い頃にくもんと出会っていなかったので正直、我が子が羨ましいです。国語、英語の音読発表会も親子で挑んでいます！下の子もベビーくもんで一緒に成長しています。母より母親みたいな先生。これからもついていきます!! 【やっててよかった】と心から言えるその日まで!!","/manten/tokyofm_0012.jpg","-","-","hyaco* さん","-","","","","","","","","〇","","〇","〇","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","",""
"1244","よくわからないことがあれば先生に気軽に聞きにいけるのも、KUMONの魅力のひとつです。","数学は計算力、国語は読解力など、KUMONをやって身に付いたことがたくさんあります。私は英検®５級を小６で獲得したのですが、KUMONで英語をやっていなければこの栄光はとれなかったと思います。KUMONの英語は各単元ごとに丁寧に説明されていて、KUMONの英語を始めた小５の時の私でも内容が理解できました。","-","-","-","まきら さん","-","","","","","","","","〇","〇","〇","〇","","","","","","","","〇","","","","","","","","","","","","","〇","","〇","","","","","","","","","","","","","",""
"1245","志望の高校にも無事合格できて良かったです。","苦手だった英語と数学がかなりできるようになって、英検®もとれた。","-","-","-","ＴＫＧ さん","-","","","","","","","","〇","〇","〇","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","〇","","",""
"1246","自分の自信に","国・英は最終教材修了まで。数学は終わらせられなかったけど理系大学生の今、KUMONのおかげで、計算は速いし正確☆泣きながら勉強したこともあったけど３才から高３まで続けて良かった♪","-","-","-","ちびちゃん さん","-","","","","","","","","〇","〇","〇","","","","","","","","","〇","〇","","","","","","〇","","","","","","","","","","","","","","","","","","〇","","","",""
"1247","社会人で生徒として通う者です。","奈良県内の教室に通う現役社会人ですが、再入会１年で英語のＴ教材を目標に教室で学習をしております。宿題の量も多めに設定して無理のない学習を心掛けております。過去に10年間通っていたのに、また再入会したくなるのは公文式ならではの素晴らしい教育法があるからです。今後公文式の教育が世界に広まる事を心からお祈り申し上げます。やっててよかった公文式。","-","-","-","マリ♪ さん","-","","","","","","","","〇","","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1248","公文式に感謝","私は３歳頃から中学受験の頃まで公文式にお世話になりました。公文式のおかげで、私は算数で他の子達とは比にならないほどの計算の経験を積むことができました。正確かつスピーディーな計算力を身に付けることができたのは公文式のおかげだと思います。私は今理系の学科に在籍しており、将来は研究者を目指しています。私に計算力や数学的な考え方を身に付けさせ、理系への道を導いてくれた公文式に感謝の思いでいっぱいです。","-","-","-","たけっち さん","-","","","","","","","","〇","〇","","","","","","","","","","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","〇","","","",""
"1249","今でも役に立ってます","6年前にKUMONから離れましたが、算数・数学は本当にやっててよかったです。計算が得意になり、授業で発言もできるようになりました。国語も色々な物語があり、実際の本で最後まで読んでみようと思いました。国語をやっていたおかげで読書が好きになりました。","-","-","-","バルーン さん","-","","","","","","","","〇","〇","","〇","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","ほんとやってて良かった","幼稚園から算数を始めてそれから英語や国語も習いました。そのため小学校でも勉強が楽しかった。数字をやっていたおかげで計算がはやかったのが今でも役にたってます。公文式習ってた時期も懐かしいし昔は推薦枠もあって公文国際学園に入れたことが一番良かった。公文国際学園でお世話になった方がおりましたら、どうもありがとうございました。いろんなことがありましたがいい思い出ばかりです。","-","-","-","さっと さん","-","","","","","","","","〇","〇","","〇","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1251","声に出すというのは読むためにはとても大切なことなんですね。","私がKUMONを始めたのは遅く、中学生の時でした。英語はもともと好きでしたが、KUMONを始めてもっと好きになりました。声に出して音読する、というのが楽しく、また、練習しているうちに初めて見る文章でも、フレーズの切れ目がわかるようになりました。声に出すというのは読むためにはとても大切なことなんですね。","-","-","-","こうちゃん さん","-","","","","","","","","〇","","〇","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","",""
"1252","ほんとにやっててよかった","幼稚園の頃から始めて、中学校3年生の時、国語の最終教材を終えました。毎日遅くまで、最後まで、先生方に泣きながらサポートしていただいた頃を思い出します。そんな私ももう高校3年生。もうすぐそこに最初の難関センター試験が待っています。KUMONで培った集中力、読解力、計算力は私の強みです。KUMON、やっててよかった。","-","-","-","みみみ さん","-","","","","","","","","〇","","","〇","","","","","〇","","","〇","〇","","","","〇","","","","","","","","","","〇","","","","","","","","","","","","","",""
"1253","継続は力なり","僕がKUMONの教室に通っていたのは小６の１年間です。中学でいきなり英語を始めるよりも少し触れといた方が良いと思い始めました。KUMONの学習は自分のペースで続けることができます。週２回教室に行き宿題も毎日分あります。このおかげで毎日少しずつ勉強をする習慣が身に付き、中学、高校の忙しい時期でも空いた時間に自分から勉強をすることができました。大学生になった今でもあの時始めて良かったと思っています。","-","-","-","ショーチカ さん","-","","","","","","","","〇","","〇","","","〇","","","","","","","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","","","",""
"1254","夢と青春の味方","尊敬する先生と二人三脚、小学３年生から高校３年生まで一途に励みました。高校受験、大学受験とも英語も国語も受験勉強不要で難関校に合格できたのは、KUMONの教材がどんな問題にも対応できる確固とした底力をつけてくれたからです。おかげで予備校通いに追われることなく、早寝早起きよく学びよく遊ぶ有意義な青春時代を過ごせました。今２歳の息子にも、同じように青春をめいっぱい楽しんでもらいたいと考えています。","-","-","-","ゆーら さん","-","","","","","","","","〇","","〇","〇","","","","","〇","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","〇","","",""
"1255","KUMONでよかった。","私は今理系の大学生ですが、幼稚園の頃KUMONで算数、国語をやっていました。小さい頃から数字に慣れ親しんだことで、楽しさを知り、数学嫌いにもならず、順調に勉強できたと思います。小さい頃の勉強はあんまり学力に関係ないかも…そう思っている方もいるかもしれません。しかし、その科目に慣れ親しむということも、立派な勉強だと私は思います。","-","-","-","りい さん","-","","","","","","","","〇","〇","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","〇","","","",""
"1256","継続は力なり","KUMONの英語を毎日読み続けました。最初はいやいや読んでいたのが、続けていくうちに楽しさに変わりました。英語を超えて、外国の文学や文化に興味を持ったのもKUMONがきっかけです。いま大学で国際関係を学ぶようになったのもKUMONで学んだことが大きく影響しています。","-","-","-","しゃっつ さん","-","","","","","","","","〇","","〇","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1257","新卒で教諭になりました","幼稚園生のときからはじめました。国語は中学３年で最終教材まで終わらせました。今では高校の国語教諭です。私は、KUMONのおかげだと思っています。子どもができたらKUMONにお世話になる予定です。","-","-","-","さやか さん","-","","","","","","","","〇","","","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1258","基礎をしっかり勉強できたのでやってて良かったと思います。","KUMONをやっていた当時は友達と遊べない、勉強が好きじゃないと不満たらたらでしたが、計算が得意になったり、基礎をしっかり勉強できたのでやってて良かったと思います。","-","-","-","ビル さん","-","","","","","","","","〇","〇","","","","","","","","","","〇","〇","","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","",""
"1259","ありがとうございました。","KUMONの英語は簡単なレベルから徐々にレベルアップしていったり、英語の曲やストーリーなどが豊富で私の世界を広げてくれました。最後に私はスモールステップ、豊富なストーリーで楽しく学習することが出来ました。ありがとうございました。","-","-","-","世界が広がった さん","-","","","","","","","","〇","","〇","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","感謝","小学校の６年間KUMONの教室に通っていました。ためてしまった宿題を泣きながらやった日も、誰も居ない夜遅くの教室に残って解法した日も、今では全部いい思い出です。頑張った甲斐あって小学校卒業と共に英語と数学どちらも最終教材終了。６年かけてやり切った達成感と、やればできる、なんでもやってみようの精神が今の私を強くしています。もちろん、高校生になった今も数学と英語はばっちり。頑張った過去の自分に感謝です。","-","-","-","名無し さん","-","","","","","","","","〇","〇","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1261","もっとやっときゃよかった","圧倒的な問題量。いつも負けるもんか、と勝負を挑むような気分で解いてました。悔しいから質問にも行きたくありませんでした。そのお陰で中学時代の数学はいつも楽勝。楽しくて仕方なかったことを覚えてます。中学数学で満足するのではなく、高校数学もやっておけばよかった。高校数学まで皆さんはやってくださいね。","-","-","-","ままちゃん さん","-","","","","","","","","〇","〇","","","","〇","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
